"","postcode","RA_NAME_2021","GCCSA_NAME_2021","STATE_NAME_2021","SA2_NAME_2021","SA3_NAME_2021","SA4_NAME_2021","sort"
"1403","4068","Major Cities of Australia","Greater Brisbane","Queensland","Indooroopilly","Sherwood - Indooroopilly","Brisbane - West",1
"1404","4069","Major Cities of Australia","Greater Brisbane","Queensland","Kenmore","Kenmore - Brookfield - Moggill","Brisbane - West",1
"1405","4070","Major Cities of Australia","Greater Brisbane","Queensland","Pinjarra Hills - Pullenvale","Kenmore - Brookfield - Moggill","Brisbane - West",1
"1406","4073","Major Cities of Australia","Greater Brisbane","Queensland","Seventeen Mile Rocks - Sinnamon Park","Centenary","Brisbane - West",1
"1407","4074","Major Cities of Australia","Greater Brisbane","Queensland","Middle Park - Jamboree Heights","Centenary","Brisbane - West",1
"1408","4075","Major Cities of Australia","Greater Brisbane","Queensland","Chelmer - Graceville","Sherwood - Indooroopilly","Brisbane - West",1
"1409","4076","Major Cities of Australia","Greater Brisbane","Queensland","Wacol","Forest Lake - Oxley","Ipswich",1
"1410","4077","Major Cities of Australia","Greater Brisbane","Queensland","Inala - Richlands","Forest Lake - Oxley","Ipswich",1
"1411","4078","Major Cities of Australia","Greater Brisbane","Queensland","Forest Lake - Ellen Grove","Forest Lake - Oxley","Ipswich",1
"1412","4101","Major Cities of Australia","Greater Brisbane","Queensland","Highgate Hill","Brisbane Inner","Brisbane Inner City",1
"1413","4102","Major Cities of Australia","Greater Brisbane","Queensland","Woolloongabba","Holland Park - Yeronga","Brisbane - South",1
"1414","4103","Major Cities of Australia","Greater Brisbane","Queensland","Annerley","Holland Park - Yeronga","Brisbane - South",1
"1415","4104","Major Cities of Australia","Greater Brisbane","Queensland","Yeronga","Holland Park - Yeronga","Brisbane - South",1
"1416","4105","Major Cities of Australia","Greater Brisbane","Queensland","Yeronga","Holland Park - Yeronga","Brisbane - South",1
"1417","4106","Major Cities of Australia","Greater Brisbane","Queensland","Rocklea - Acacia Ridge","Rocklea - Acacia Ridge","Brisbane - South",1
"1418","4107","Major Cities of Australia","Greater Brisbane","Queensland","Coopers Plains","Nathan","Brisbane - South",1
"1419","4108","Major Cities of Australia","Greater Brisbane","Queensland","Coopers Plains","Nathan","Brisbane - South",1
"1420","4109","Major Cities of Australia","Greater Brisbane","Queensland","Sunnybank Hills","Sunnybank","Brisbane - South",1
"1421","4110","Major Cities of Australia","Greater Brisbane","Queensland","Oxley (Qld)","Forest Lake - Oxley","Ipswich",1
"1422","4111","Major Cities of Australia","Greater Brisbane","Queensland","Salisbury - Nathan","Nathan","Brisbane - South",1
"1423","4112","Major Cities of Australia","Greater Brisbane","Queensland","Kuraby","Sunnybank","Brisbane - South",1
"1424","4113","Major Cities of Australia","Greater Brisbane","Queensland","Eight Mile Plains","Mt Gravatt","Brisbane - South",1
"1425","4114","Major Cities of Australia","Greater Brisbane","Queensland","Logan Central","Springwood - Kingston","Logan - Beaudesert",1
"1426","4115","Major Cities of Australia","Greater Brisbane","Queensland","Algester","Rocklea - Acacia Ridge","Brisbane - South",1
"1427","4116","Major Cities of Australia","Greater Brisbane","Queensland","Parkinson - Drewvale","Rocklea - Acacia Ridge","Brisbane - South",1
"1428","4117","Major Cities of Australia","Greater Brisbane","Queensland","Browns Plains","Browns Plains","Logan - Beaudesert",1
"1429","4118","Major Cities of Australia","Greater Brisbane","Queensland","Hillcrest","Browns Plains","Logan - Beaudesert",1
"1430","4119","Major Cities of Australia","Greater Brisbane","Queensland","Underwood","Springwood - Kingston","Logan - Beaudesert",1
"1431","4120","Major Cities of Australia","Greater Brisbane","Queensland","Greenslopes","Holland Park - Yeronga","Brisbane - South",1
"1432","4121","Major Cities of Australia","Greater Brisbane","Queensland","Holland Park","Holland Park - Yeronga","Brisbane - South",1
"1433","4122","Major Cities of Australia","Greater Brisbane","Queensland","Upper Mount Gravatt","Mt Gravatt","Brisbane - South",1
"1434","4123","Major Cities of Australia","Greater Brisbane","Queensland","Rochedale South - Priestdale","Springwood - Kingston","Logan - Beaudesert",1
"1435","4124","Major Cities of Australia","Greater Brisbane","Queensland","Boronia Heights - Park Ridge","Browns Plains","Logan - Beaudesert",1
"1436","4125","Major Cities of Australia","Greater Brisbane","Queensland","Munruben - Park Ridge South","Browns Plains","Logan - Beaudesert",1
"1437","4127","Major Cities of Australia","Greater Brisbane","Queensland","Daisy Hill","Springwood - Kingston","Logan - Beaudesert",1
"1438","4128","Major Cities of Australia","Greater Brisbane","Queensland","Loganholme - Tanah Merah","Loganlea - Carbrook","Logan - Beaudesert",1
"1439","4129","Major Cities of Australia","Greater Brisbane","Queensland","Loganholme - Tanah Merah","Loganlea - Carbrook","Logan - Beaudesert",1
"1440","4130","Major Cities of Australia","Greater Brisbane","Queensland","Cornubia - Carbrook","Loganlea - Carbrook","Logan - Beaudesert",1
"1441","4131","Major Cities of Australia","Greater Brisbane","Queensland","Loganlea","Loganlea - Carbrook","Logan - Beaudesert",1
"1442","4132","Major Cities of Australia","Greater Brisbane","Queensland","Marsden","Browns Plains","Logan - Beaudesert",1
"1443","4133","Major Cities of Australia","Greater Brisbane","Queensland","Chambers Flat - Logan Reserve","Browns Plains","Logan - Beaudesert",1
"1444","4151","Major Cities of Australia","Greater Brisbane","Queensland","Coorparoo","Holland Park - Yeronga","Brisbane - South",1
"1445","4152","Major Cities of Australia","Greater Brisbane","Queensland","Carina","Carindale","Brisbane - South",1
"1446","4153","Major Cities of Australia","Greater Brisbane","Queensland","Belmont - Gumdale","Capalaba","Brisbane - East",1
"1447","4154","Major Cities of Australia","Greater Brisbane","Queensland","Wakerley","Wynnum - Manly","Brisbane - East",1
"1448","4155","Major Cities of Australia","Greater Brisbane","Queensland","Belmont - Gumdale","Capalaba","Brisbane - East",1
"1449","4156","Major Cities of Australia","Greater Brisbane","Queensland","Rochedale - Burbank","Mt Gravatt","Brisbane - South",1
"1450","4157","Major Cities of Australia","Greater Brisbane","Queensland","Capalaba","Capalaba","Brisbane - East",1
"1451","4158","Major Cities of Australia","Greater Brisbane","Queensland","Thorneside","Capalaba","Brisbane - East",1
"1452","4159","Major Cities of Australia","Greater Brisbane","Queensland","Birkdale","Capalaba","Brisbane - East",1
"1453","4160","Major Cities of Australia","Greater Brisbane","Queensland","Ormiston","Cleveland - Stradbroke","Brisbane - East",1
"1454","4161","Major Cities of Australia","Greater Brisbane","Queensland","Alexandra Hills","Capalaba","Brisbane - East",1
"1455","4163","Major Cities of Australia","Greater Brisbane","Queensland","Cleveland","Cleveland - Stradbroke","Brisbane - East",1
"1456","4164","Major Cities of Australia","Greater Brisbane","Queensland","Thornlands","Cleveland - Stradbroke","Brisbane - East",1
"1457","4165","Major Cities of Australia","Greater Brisbane","Queensland","Redland Bay","Cleveland - Stradbroke","Brisbane - East",1
"1458","4169","Major Cities of Australia","Greater Brisbane","Queensland","East Brisbane","Brisbane Inner - East","Brisbane Inner City",1
"1459","4170","Major Cities of Australia","Greater Brisbane","Queensland","Norman Park","Brisbane Inner - East","Brisbane Inner City",1
"1460","4171","Major Cities of Australia","Greater Brisbane","Queensland","Bulimba","Brisbane Inner - East","Brisbane Inner City",1
"1461","4172","Major Cities of Australia","Greater Brisbane","Queensland","Murarrie","Wynnum - Manly","Brisbane - East",1
"1462","4173","Major Cities of Australia","Greater Brisbane","Queensland","Tingalpa","Wynnum - Manly","Brisbane - East",1
"1463","4174","Major Cities of Australia","Greater Brisbane","Queensland","Wynnum West - Hemmant","Wynnum - Manly","Brisbane - East",1
"1464","4178","Major Cities of Australia","Greater Brisbane","Queensland","Wynnum","Wynnum - Manly","Brisbane - East",1
"1465","4179","Major Cities of Australia","Greater Brisbane","Queensland","Wynnum","Wynnum - Manly","Brisbane - East",1
"1466","4183","Remote Australia","Greater Brisbane","Queensland","North Stradbroke Island","Cleveland - Stradbroke","Brisbane - East",4
"1467","4184","Inner Regional Australia","Greater Brisbane","Queensland","Southern Moreton Bay Islands","Cleveland - Stradbroke","Brisbane - East",2
"1468","4205","Major Cities of Australia","Greater Brisbane","Queensland","Bethania - Waterford","Loganlea - Carbrook","Logan - Beaudesert",1
"1469","4207","Major Cities of Australia","Greater Brisbane","Queensland","Eagleby","Beenleigh","Logan - Beaudesert",1
"1470","4208","Major Cities of Australia","Rest of Qld","Queensland","Ormeau (East) - Stapylton","Ormeau - Oxenford","Gold Coast",1
"1471","4209","Major Cities of Australia","Rest of Qld","Queensland","Upper Coomera - North","Ormeau - Oxenford","Gold Coast",1
"1472","4210","Major Cities of Australia","Rest of Qld","Queensland","Oxenford - Maudsland","Ormeau - Oxenford","Gold Coast",1
"1473","4211","Major Cities of Australia","Rest of Qld","Queensland","Pacific Pines - Gaven","Nerang","Gold Coast",1
"1474","4212","Major Cities of Australia","Rest of Qld","Queensland","Helensvale","Ormeau - Oxenford","Gold Coast",1
"1475","4213","Major Cities of Australia","Rest of Qld","Queensland","Worongary - Tallai","Nerang","Gold Coast",1
"1476","4214","Major Cities of Australia","Rest of Qld","Queensland","Ashmore","Southport","Gold Coast",1
"1477","4215","Major Cities of Australia","Rest of Qld","Queensland","Labrador","Gold Coast - North","Gold Coast",1
"1478","4216","Major Cities of Australia","Rest of Qld","Queensland","Paradise Point - Hollywell","Gold Coast - North","Gold Coast",1
"1479","4217","Major Cities of Australia","Rest of Qld","Queensland","Surfers Paradise - North","Surfers Paradise","Gold Coast",1
"1480","4218","Major Cities of Australia","Rest of Qld","Queensland","Mermaid Beach - Broadbeach","Broadbeach - Burleigh","Gold Coast",1
"1481","4220","Major Cities of Australia","Rest of Qld","Queensland","Burleigh Waters","Broadbeach - Burleigh","Gold Coast",1
"1482","4221","Major Cities of Australia","Rest of Qld","Queensland","Elanora","Coolangatta","Gold Coast",1
"1483","4223","Major Cities of Australia","Rest of Qld","Queensland","Currumbin Valley - Tallebudgera","Mudgeeraba - Tallebudgera","Gold Coast",1
"1484","4224","Major Cities of Australia","Rest of Qld","Queensland","Currumbin - Tugun","Coolangatta","Gold Coast",1
"1485","4225","Major Cities of Australia","Rest of Qld","Queensland","Currumbin - Tugun","Coolangatta","Gold Coast",1
"1486","4226","Major Cities of Australia","Rest of Qld","Queensland","Robina - East","Robina","Gold Coast",1
"1487","4227","Major Cities of Australia","Rest of Qld","Queensland","Reedy Creek - Andrews","Mudgeeraba - Tallebudgera","Gold Coast",1
"1488","4228","Major Cities of Australia","Rest of Qld","Queensland","Currumbin Valley - Tallebudgera","Mudgeeraba - Tallebudgera","Gold Coast",1
"1489","4270","Inner Regional Australia","Greater Brisbane","Queensland","Jimboomba - Glenlogan","Jimboomba","Logan - Beaudesert",2
"1490","4272","Major Cities of Australia","Rest of Qld","Queensland","Tamborine - Canungra","Gold Coast Hinterland","Gold Coast",1
"1491","4275","Inner Regional Australia","Rest of Qld","Queensland","Tamborine - Canungra","Gold Coast Hinterland","Gold Coast",2
"1492","4280","Major Cities of Australia","Greater Brisbane","Queensland","Greenbank - North Maclean","Jimboomba","Logan - Beaudesert",1
"1493","4285","Major Cities of Australia","Greater Brisbane","Queensland","Flagstone (West) - New Beith","Jimboomba","Logan - Beaudesert",1
"1494","4287","Inner Regional Australia","Greater Brisbane","Queensland","Beaudesert","Beaudesert","Logan - Beaudesert",2
"1495","4300","Major Cities of Australia","Greater Brisbane","Queensland","Goodna","Springfield - Redbank","Ipswich",1
"1496","4301","Major Cities of Australia","Greater Brisbane","Queensland","Redbank Plains","Springfield - Redbank","Ipswich",1
"1497","4303","Major Cities of Australia","Greater Brisbane","Queensland","Riverview","Ipswich Inner","Ipswich",1
"1498","4304","Major Cities of Australia","Greater Brisbane","Queensland","Ipswich - East","Ipswich Inner","Ipswich",1
"1499","4305","Major Cities of Australia","Greater Brisbane","Queensland","North Ipswich - Tivoli","Ipswich Inner","Ipswich",1
"1500","4306","Major Cities of Australia","Greater Brisbane","Queensland","Karana Downs","Ipswich Inner","Ipswich",1
"1501","4307","Inner Regional Australia","Greater Brisbane","Queensland","Boonah","Ipswich Hinterland","Ipswich",2
"1502","4309","Inner Regional Australia","Greater Brisbane","Queensland","Boonah","Ipswich Hinterland","Ipswich",2
"1503","4310","Inner Regional Australia","Greater Brisbane","Queensland","Boonah","Ipswich Hinterland","Ipswich",2
"1504","4311","Inner Regional Australia","Greater Brisbane","Queensland","Lowood","Ipswich Hinterland","Ipswich",2
"1505","4312","Inner Regional Australia","Greater Brisbane","Queensland","Esk","Ipswich Hinterland","Ipswich",2
"1506","4313","Inner Regional Australia","Greater Brisbane","Queensland","Esk","Ipswich Hinterland","Ipswich",2
"1507","4314","Inner Regional Australia","Greater Brisbane","Queensland","Kilcoy","Caboolture Hinterland","Moreton Bay - North",2
"1508","4340","Inner Regional Australia","Greater Brisbane","Queensland","Rosewood","Ipswich Hinterland","Ipswich",2
"1509","4341","Inner Regional Australia","Greater Brisbane","Queensland","Lockyer Valley - East","Ipswich Hinterland","Ipswich",2
"1510","4342","Inner Regional Australia","Greater Brisbane","Queensland","Lockyer Valley - East","Ipswich Hinterland","Ipswich",2
"1511","4343","Inner Regional Australia","Rest of Qld","Queensland","Lockyer Valley - West","Toowoomba","Toowoomba",2
"1512","4344","Inner Regional Australia","Rest of Qld","Queensland","Lockyer Valley - West","Toowoomba","Toowoomba",2
"1513","4346","Inner Regional Australia","Greater Brisbane","Queensland","Lowood","Ipswich Hinterland","Ipswich",2
"1514","4347","Inner Regional Australia","Rest of Qld","Queensland","Lockyer Valley - West","Toowoomba","Toowoomba",2
"1515","4350","Inner Regional Australia","Rest of Qld","Queensland","Newtown (Qld)","Toowoomba","Toowoomba",2
"1516","4352","Inner Regional Australia","Rest of Qld","Queensland","Lockyer Valley - West","Toowoomba","Toowoomba",2
"1517","4353","Inner Regional Australia","Rest of Qld","Queensland","Crows Nest - Rosalie","Darling Downs - East","Darling Downs - Maranoa",2
"1518","4354","Inner Regional Australia","Rest of Qld","Queensland","Crows Nest - Rosalie","Darling Downs - East","Darling Downs - Maranoa",2
"1519","4355","Inner Regional Australia","Rest of Qld","Queensland","Crows Nest - Rosalie","Darling Downs - East","Darling Downs - Maranoa",2
